Acronym,Translation,Description,,,,,,,,,,,
PCOS,Physics of the Cosmos,,,,,,,,,,,,
PCP,Payload Commanding and Processing,,,,,,,,,,,,
PCP-GSE,Payload Commanding and Processing Ground Support Equipment,,,,,,,,,,,,
PCU,Phasemeter Control Unit,,,,,,,,,,,,
PCU,Power Conditioning Unit,,,,,,,,,,,,
PD,Photo Diode,,,,,,,,,,,,
PDF,Probability Density Function,,,,,,,,,,,,
PDH,Probability Data Handling,,,,,,,,,,,,
PDR,Preliminary Design Review,,,,,,,,,,,,
PER,Polarisation Extinction Ratio,,,,,,,,,,,,
PFCI,Potential Fracture Critical Item,,,,,,,,,,,,
PFM,Proto-Flight Model,,,,,,,,,,,,
PFO,Particle fallout,,,,,,,,,,,,
PIAR,Performance and Impact Assessment Review,,,,,,,,,,,,
PIR,phase increment register,,,,,,,,,,,,
P/L,Payload,,,,,,,,,,,,
PL,Power-Law (model),,,,,,,,,,,,
PL,Plan,,,,,,,,,,,,
PLAU,Pre-Launch,,,,,,,,,,,,
PLL,Phase-Locked Loop,,,,,,,,,,,,
PLS,Power Law Sensitivity,,,,,,,,,,,,
PM,Project Management,,,,,,,,,,,,
PM,Phase Meter,,,,,,,,,,,,
PM,Proof Mass,,,,,,,,,,,,
PMDSP,Phase Meter Digital Signal Processor,,,,,,,,,,,,
PMF,Polarization-Maintaining Fibre,,,,,,,,,,,,
PMFDE,Phase Meter Frequency Distribution Electronics,,,,,,,,,,,,
PMFEE,Phase Meter Front-End Electronics,,,,,,,,,,,,
PMP,"Parts, Materials and Processes",,,,,,,,,,,,
PMON,Power Monitor(s),,,,,,,,,,,,
PMR,Payload Management Requirements,,,,,,,,,,,,
PMS,Phase Measurement Subsystem,,,,,,,,,,,,
PN,Post-Newtonian,,,,,,,,,,,,
PO,Purchase Order,,,,,,,,,,,,
POR,Payload Operations Request,,,,,,,,,,,,
PPE,Parameterized Post-Einsteinian,,,,,,,,,,,,
PPR,Proper Pseudo-Range,,,,,,,,,,,,
PPS,Pulse Per Second,,,,,,,,,,,,
PPTA,Parkes Pulsar Timing Array,,,,,,,,,,,,
PPU,Power Processing Unit,,,,,,,,,,,,
PRD,Payload Requirement Document,,,,,,,,,,,,
PRDS,Phase Reference Distribution System,,,,,,,,,,,,
PRDS-OGSE,Phase Reference Distribution System - Optical Ground Support Equipment,,,,,,,,,,,,
PRN,Pseudo-Random (Speudo Noise),,,,,,,,,,,,
PRT,Platinum Resistance Thermometers,,,,,,,,,,,,
PS,Project Scientist,,,,,,,,,,,,
PSD,Power Spectral Density,,,,,,,,,,,,
PSF,Point-Spread Function,,,,,,,,,,,,
PSM,Power Supply Module,,,,,,,,,,,,
PSR,Pulsar,,,,,,,,,,,,
PT,Pilot Tone,,,,,,,,,,,,
Pt,platinum,,,,,,,,,,,,
PTA,Pulsar Timing Array,,,,,,,,,,,,
PTF,Palomar Transient Factory,,,,,,,,,,,,
PTR,Post Test Review,,,,,,,,,,,,
PUS,Packet Utilisation Standard,,,,,,,,,,,,
PVA,Photovoltaic Assembly,,,,,,,,,,,,
PVC,Polyvinyl Chloride,,,,,,,,,,,,
PY,Person Years,,,,,,,,,,,,
QA,Quality Assurance,,,,,,,,,,,,
QCI,Quality Conformance Inspection,,,,,,,,,,,,
QE,Quantum Efficiency,,,,,,,,,,,,
QM,Qualification Model,,,,,,,,,,,,
QML,Qualified Manufacturer List,,,,,,,,,,,,
QNM,Quasi-Normal Mode,,,,,,,,,,,,
QPD,Quadrant Photodetector,,,,,,,,,,,,
QPL,Qualified Product List,,,,,,,,,,,,
QPR,Quadrant Photo-Receiver,,,,,,,,,,,,
QR,Qualification Review,,,,,,,,,,,,
QSL,Quasi-Static Load,,,,,,,,,,,,
QSL,Qualification Status List,,,,,,,,,,,,
QSO,Quasi-Stellar Object,,,,,,,,,,,,
RAAN,Right Ascension of the Ascending Note,,,,,,,,,,,,
RACS,Reaction and Attitude Control subsystem (combined RCS and MPS),,,,,,,,,,,,
RAD,Radiation,,,,,,,,,,,,
RALA,Retarded to Advanced Light Angle,,,,,,,,,,,,
RAM,Random Access Memory,,,,,,,,,,,,
RAMS,"Reliability, Availability, Maintainability and Safety",,,,,,,,,,,,
RATS,Rapid Time Survey,,,,,,,,,,,,
RC,Recurrent Cost,,,,,,,,,,,,
RD,Reference Document,,,,,,,,,,,,
RDBMS,Relational Database Management System,,,,,,,,,,,,
RE,Radiated Emission,,,,,,,,,,,,
REF,Reference,,,,,,,,,,,,
REF,Reference Interferometer,,,,,,,,,,,,
RFA,Request for Approval,,,,,,,,,,,,
RF,Radio Frequency,,,,,,,,,,,,
RFA,Request for Frequency Assignment,,,,,,,,,,,,
RFD,Request for Deviation,,,,,,,,,,,,
RFDN,Radio Frequency Distribution Network,,,,,,,,,,,,
RFI,Request for Information,,,,,,,,,,,,
RFQ,Request for Quotation,,,,,,,,,,,,
RFT,Reduced Functional Test,,,,,,,,,,,,
RFW,Request for Waiver,,,,,,,,,,,,
RGMM,Reduced Geometrical Mathematical Model,,,,,,,,,,,,
RH,Reference Hole,,,,,,,,,,,,
RH,Relative Humidity,,,,,,,,,,,,
RHCP,Right Hand Circular Polarization,,,,,,,,,,,,
RID,Review Item Discrepancy,,,,,,,,,,,,
RIN,Relative Intensity Noise,,,,,,,,,,,,
RIT,Radio-Frequency Ion Thruster,,,,,,,,,,,,
RIU,Remote Interface Unit,,,,,,,,,,,,
R-LCL,Retriggerable Latching current limiter,,,,,,,,,,,,
RLD,Retarded Light Direction,,,,,,,,,,,,
RM,Radiation Monitor,,,,,,,,,,,,
rms,Root Mean Square,,,,,,,,,,,,
ROM,Read Only Memory,,,,,,,,,,,,
ROM,Rough Order of Magnitude,,,,,,,,,,,,
RPE,"Relative Pointing Error (= jitter, = pointing stability)",,,,,,,,,,,,
RSS,Root Sum Square,,,,,,,,,,,,
RTB,Real-time Test Bed,,,,,,,,,,,,
RTMM,Reduced Thermal Mathematical Model,,,,,,,,,,,,
RTOS,Real Time Operating System,,,,,,,,,,,,
RS,Radiated Susceptibility,,,,,,,,,,,,
RU,Reference Unit,,,,,,,,,,,,
RT,Remote Terminal,,,,,,,,,,,,
RTU,Remote Terminal Unit,,,,,,,,,,,,
RVT,Radiation Verification Testing,,,,,,,,,,,,
RX,Received Laser (from far Spacecraft),,,,,,,,,,,,
RX,Receiver,,,,,,,,,,,,
RXTE,Rossi X-Ray Timing Explorer,,,,,,,,,,,,
SA,Sub Address,,,,,,,,,,,,
SA,Solar Array,,,,,,,,,,,,
SARD,System AIV Requirements Document,,,,,,,,,,,,
SAU,Sensing and Actuation Unit,,,,,,,,,,,,
SAVOIR,Space AVionics Open Interface aRchitecture,,,,,,,,,,,,
SBCC,Single Board Computer Core,,,,,,,,,,,,
SBDL,Standard Balanced Digital Link,,,,,,,,,,,,
SBH,stellar-mass Black Hole,,,,,,,,,,,,
SBHB,stellar-mass Black Hole binary,,,,,,,,,,,,
SBS,Stimulated Brillouin Scattering,,,,,,,,,,,,
"SC, S/C",Spacecraft,,,,,,,,,,,,
SC,Steering Committee,,,,,,,,,,,,
SCET,Spacecraft Elapsed Time,,,,,,,,,,,,
SCC,Stress Corrosion Cracking,,,,,,,,,,,,
SCF,Software Configuration File,,,,,,,,,,,,
SCI,Science Interferometer,,,,,,,,,,,,
SCCP,System Commissioning and Calibration Phase,,,,,,,,,,,,
SCMP,Software Configuration Management Plan,,,,,,,,,,,,
SCI-SD,Development Division of SCI-S,,,,,,,,,,,,
SCIRD,Science Requirements Document,,,,,,,,,,,,
SCO,Stellar-mass Compact Object,,,,,,,,,,,,
SCOC,Science Operations Coordinator,,,,,,,,,,,,
SCOE,Special Check Out Equipment,,,,,,,,,,,,
SCU,Signal Conditioning Unit,,,,,,,,,,,,
SCT,Special Condition Of Tender,,,,,,,,,,,,
SDB,System Data Base,,,,,,,,,,,,
SDS,Science Diagnostic System,,,,,,,,,,,,
SEE,Single Event Effect,,,,,,,,,,,,
SEFI,Single Event Functional Interruption,,,,,,,,,,,,
SEL,Single Event Latch-up,,,,,,,,,,,,
SEP,Solar Energetic Particle,,,,,,,,,,,,
SEP,Solar Electric Propulsion,,,,,,,,,,,,
SET,Single Event Transient,,,,,,,,,,,,
SEU,Single Event Upset,,,,,,,,,,,,
SET,Supplier Evaluation Tool,,,,,,,,,,,,
SDM,SOC Development Manager,,,,,,,,,,,,
SDP,system data pool,,,,,,,,,,,,
SDS,Science Diagnostics Subsystem,,,,,,,,,,,,
SDSS,Sloan Digital Sky Survey,,,,,,,,,,,,
SE,System Engineer(ing),,,,,,,,,,,,
SEO,System Engineering Office,,,,,,,,,,,,
SEP,Solar Energetic Particle,,,,,,,,,,,,
SEPD,Single-Element Photo Diode,,,,,,,,,,,,
SGICD,Space to Ground ICD,,,,,,,,,,,,
SGM,Safeguard Memory,,,,,,,,,,,,
SGO,Space-based Gravitational-wave Observatory,,,,,,,,,,,,
SGS,Science Ground Segment,,,,,,,,,,,,
SGWB,Stochastic Gravitational-wave Background,,,,,,,,,,,,
SI,Science investigation,,,,,,,,,,,,
SIA,Sun Incident Angle,,,,,,,,,,,,
SiC,Silicon Carbide,,,,,,,,,,,,
SIM,Space Interferometry Mission,,,,,,,,,,,,
SIP,Science Implementation Plan,,,,,,,,,,,,
SIPS,Science Implementation Plans,,,,,,,,,,,,
SIR,System Integration Review,,,,,,,,,,,,
SIRD,Science Implementation Requirements Document,,,,,,,,,,,,
SISO,Single Input/Single Output,,,,,,,,,,,,
SIWP,Science Interpretation Work Package,,,,,,,,,,,,
SKA,Square Kilometre Array,,,,,,,,,,,,
SKM,Station Keeping Manoeuvre,,,,,,,,,,,,
SL,Scatter Light,,,,,,,,,,,,
SLI,Single Layer Insulation,,,,,,,,,,,,
SMBH,Super-Massive Black Hole,,,,,,,,,,,,
SM,Structural Model,,,,,,,,,,,,
SMC,Small Magellanic Cloud,,,,,,,,,,,,
SMF,Single Mode Fiber,,,,,,,,,,,,
SMM,Structural Mathematical Model,,,,,,,,,,,,
SMP,Science Management Plan,,,,,,,,,,,,
SNR,Signal-To-Noise Ratio,,,,,,,,,,,,
SMT,Surface mounted technology,,,,,,,,,,,,
SMD,Surface mount device,,,,,,,,,,,,
SO,Science objective,,,,,,,,,,,,
SOAD,Science Operations Assumptions Document,,,,,,,,,,,,
SOBH,Stellar origin black hole,,,,,,,,,,,,
SOBHB,Stellar Origin Black Hole Binary,,,,,,,,,,,,
SOC,Science Operation Centre,,,,,,,,,,,,
SoC,State of Charge,,,,,,,,,,,,
SOCD,Science Operations Concept Document,,,,,,,,,,,,
SODPC,Science Operations Data Processing Center,,,,,,,,,,,,
SOSL,Science Operations Study Lead,,,,,,,,,,,,
SOVT,Science Operations Verifications Tests,,,,,,,,,,,,
SOW,Statement Of Work,,,,,,,,,,,,
SP,Settable Parameters,,,,,,,,,,,,
SPA,Stationary Phase Approximation,,,,,,,,,,,,
SPACOM,Space Control,,,,,,,,,,,,
SPB,Senior Procurement Board,,,,,,,,,,,,
SPC,Science Programme Committee,,,,,,,,,,,,
SPF,Single Point Failure,,,,,,,,,,,,
SPFF,Single Point Failure Free,,,,,,,,,,,,
SPR,Software Problem Report,,,,,,,,,,,,
SPW,SpaceWire,,,,,,,,,,,,
SQUID,Superconducting Quantum Interference Device,,,,,,,,,,,,
SRDB,System Reference Database,,,,,,,,,,,,
SRF,Spacecraft Reference Frame,,,,,,,,,,,,
SRP,Solar Radiation Pressure,,,,,,,,,,,,
SRD,System Requirements Document,,,,,,,,,,,,
SRON,Netherlands Institute for Space Research,,,,,,,,,,,,
SRR,System Requirements Review,,,,,,,,,,,,
SRS,spacecraft reference system,,,,,,,,,,,,
"SS, S/S",Sub-system,,,,,,,,,,,,
SSB,Solar System Barycenter,,,,,,,,,,,,
SSF,Structural Scaling Factor,,,,,,,,,,,,
SSS,SW System Specifications,,,,,,,,,,,,
SSO,Swiss Space Office,,,,,,,,,,,,
SST,Science Study Team,,,,,,,,,,,,
STE,Service Time Equivalent,,,,,,,,,,,,
STM,Structural Thermal Model,,,,,,,,,,,,
STOC,Science Technology Operations Centre,,,,,,,,,,,,
STOM,Structural Optical Model,,,,,,,,,,,,
STOP,Structural Thermo-Optical Performance,,,,,,,,,,,,
STP,Science Topical Panel,,,,,,,,,,,,
STR,Star Tracker,,,,,,,,,,,,
SUM,SW User Manual,,,,,,,,,,,,
SUSW,Start-up SW,,,,,,,,,,,,
SVF,SW Validation Facility,,,,,,,,,,,,
SVT,System Verification Test,,,,,,,,,,,,
"SW, S/W",Software,,,,,,,,,,,,
SWT,Ngo Science Working Team,,,,,,,,,,,,
TA,Telescope Assembly,,,,,,,,,,,,
TAA,Technical Assistance Agreement,,,,,,,,,,,,
TB(T),Thermal Balance (Test),,,,,,,,,,,,
TBC,To Be Confirmed,,,,,,,,,,,,
TBD,To Be Defined,,,,,,,,,,,,
TBM,Trimming Balance Mass,,,,,,,,,,,,
TBW,To Be Written,,,,,,,,,,,,
TC,Telecommand,,,,,,,,,,,,
TC/TM,Telecommand/Telemetry,,,,,,,,,,,,
TCB,Barycentric Coordinate Time,,,,,,,,,,,,
TCG,Geocentric Coordinate Time,,,,,,,,,,,,
TCLS,Triple Core LockStep,,,,,,,,,,,,
TCM,Trajectory Correction Manoeuvre,,,,,,,,,,,,
TCS,Thermal Control Subsystem,,,,,,,,,,,,
TCVR,Transceiver,,,,,,,,,,,,
TDA,Technology Development Activities,,,,,,,,,,,,
TDI,Time-Delay Interferometry,,,,,,,,,,,,
TDI X,LISA's 2-arm configuration,,,,,,,,,,,,
TECC,Transient Event Coordination Committee,,,,,,,,,,,,
Ti,Titanium,,,,,,,,,,,,
TIA,Transimpedance Amplifiers,,,,,,,,,,,,
TID,Total Ionising Dose,,,,,,,,,,,,
TL or TEL,Telescope,,,,,,,,,,,,
TM,Test Mass (Often Proof Mass),,,,,,,,,,,,
TM,Telemetry,,,,,,,,,,,,
TM-I/F,Test Mass Interface,,,,,,,,,,,,
TM-OGSE,Test-Mass Optical Ground Equipment,,,,,,,,,,,,
"TM/TC, TMTC",Telemetry/Telecommand,,,,,,,,,,,,
TMI,test mass interferometer,,,,,,,,,,,,
TMM,Thermal Mathematical Model,,,,,,,,,,,,
TML,Total Mass Loss,,,,,,,,,,,,
TN,Technical Note,,,,,,,,,,,,
TNID,Total Non-Ionising Dose,,,,,,,,,,,,
TNO,Nederlandse Organisatie voor Toegepast Natuurwetenschappelijk Onderzoek,,,,,,,,,,,,
TOBA,Telescope & Optical Bench Assembly,,,,,,,,,,,,
TOGA,"Telescope, Optical Bench & GRS Assembly",,,,,,,,,,,,
TP,Transfer Phase,,,,,,,,,,,,
TPRO,Test Procedure,,,,,,,,,,,,
TRA,Technology Readiness Assessment,,,,,,,,,,,,
TRB,Test Review Board,,,,,,,,,,,,
TRIP,Technical Readiness and Implementation Plan,,,,,,,,,,,,
TRL,Technology Readiness Level,,,,,,,,,,,,
TRP,Temperature Reference Points,,,,,,,,,,,,
TRR,Test Readiness Review,,,,,,,,,,,,
TS,Transmission Stage,,,,,,,,,,,,
TSM,Temperature Sensor Monitor,,,,,,,,,,,,
TSP,Temporal and Spatial Partitioning,,,,,,,,,,,,
TSPE,Test specification,,,,,,,,,,,,
TT&C,"Telemetry, Tracking, And Command",,,,,,,,,,,,
TTL,Tilt-to-Length,,,,,,,,,,,,
TVAC,Thermal Vacuum,,,,,,,,,,,,
TVC,Total Vendor Cost,,,,,,,,,,,,
TVT,Thermal Vacuum Test,,,,,,,,,,,,
TWTA,Traveling-Wave Tube Amplifier,,,,,,,,,,,,
TX,Transmission,,,,,,,,,,,,
TX,Transmitted Laser (main laser in OB),,,,,,,,,,,,
UART,Universal Asynchronous Receiver Transmitter,,,,,,,,,,,,
UCB,Ultra-Compact Binaries,,,,,,,,,,,,
UIC,Unit Identification Code,,,,,,,,,,,,
UKSA,United Kingdom Space Agency,,,,,,,,,,,,
UFL,University of Florida - Gainesville,,,,,,,,,,,,
UGL,University of Glasgow,,,,,,,,,,,,
ULX,Ultra-Luminous X-ray source,,,,,,,,,,,,
URF,Unit Reference Frame,,,,,,,,,,,,
URL,Uniform Resource Locator,,,,,,,,,,,,
US,Ultra-Sonic,,,,,,,,,,,,
USO,Ultra-Stable Oscillator,,,,,,,,,,,,
UTC,Coordinated Universal Time,,,,,,,,,,,,
UT,University of Trento,,,,,,,,,,,,
UV,Ultra-Violet,,,,,,,,,,,,
V&V,Verification and Validation,,,,,,,,,,,,
VAST,Variables And Slow Transients,,,,,,,,,,,,
VB,Verification Binary,,,,,,,,,,,,
VC,Vacuum Chamber,,,,,,,,,,,,
VCD,Verification Control Document,,,,,,,,,,,,
VCM,Verification Control Matrix,,,,,,,,,,,,
VD,Vent Duct,,,,,,,,,,,,
VE,Vacuum Enclosure,,,,,,,,,,,,
VEF,Vacuum Enclosure Frame,,,,,,,,,,,,
VIRGO,Virgo,,,,,,,,,,,,
VLBI,Very-long-baseline interferometry,,,,,,,,,,,,
VM,Verification Method,,,,,,,,,,,,
VMS,Very Massive Star,,,,,,,,,,,,
VP,Verification Program,,,,,,,,,,,,
W,tungsten,,,,,,,,,,,,
WAVWG,Waveform Working Group,,,,,,,,,,,,
WBS,Work Breakdown Structure,,,,,,,,,,,,
WCA,Worst Case Analysis,,,,,,,,,,,,
WD,White Dwarf,,,,,,,,,,,,
WD,Watch Dog,,,,,,,,,,,,
WFE,Wave Front Error,,,,,,,,,,,,
WG,Working Group,,,,,,,,,,,,
WMAP,Wilkison Microwave Anisotropy Probe,,,,,,,,,,,,
WP,Work Package,,,,,,,,,,,,
WR,Wide Range,,,,,,,,,,,,
WSB,Weak Stability Boundary,,,,,,,,,,,,
XDA,X-band Downlink Assembly,,,,,,,,,,,,
XGNSB,Extragalactic Neutron Star Binary,,,,,,,,,,,,
XML,Extensible Markup Language,,,,,,,,,,,,
YB,ytterbium,,,,,,,,,,,,
ZAR,Zemax Archive File,,,,,,,,,,,,
ZIFO,Zerudur Interferomenter,,,,,,,,,,,,
ZTF,Zwicky Transient Facility,,,,,,,,,,,,
FSUA,Fibre Switch Unit Actuator,,,,,,,,,,,,
SDPC,Signal Data Processing Chain,,,,,,,,,,,,
FSUS,Fine Steering Unit Sensor,,,,,,,,,,,,
HU,Hosted Unit,,,,,,,,,,,,